Waiting for GPS Fix
GPS Fix obtained at;13:29:08.000:000:000:;Date:11/2/2022
Coincidence;13:29:25.140:215:680:;
Coincidence;13:29:25.352:196:832:;
Coincidence;13:29:25.581:721:408:;
Coincidence;13:29:25.767:381:568:;
Coincidence;13:29:25.850:233:152:;
Coincidence;13:29:25.989:017:344:;
Coincidence;13:29:26.198:046:272:;
Coincidence;13:29:26.310:877:856:;
Coincidence;13:29:26.576:122:304:;
Coincidence;13:29:26.651:891:904:;
Coincidence;13:29:27.186:078:720:;
Coincidence;13:29:27.472:750:848:;
Coincidence;13:29:27.602:925:440:;
Coincidence;13:29:27.647:747:456:;
Coincidence;13:29:27.683:443:904:;
Coincidence;13:29:27.863:467:968:;
Coincidence;13:29:28.200:127:664:;
Coincidence;13:29:28.379:451:424:;
Coincidence;13:29:28.472:420:448:;
Coincidence;13:29:28.515:997:312:;
Coincidence;13:29:28.691:146:048:;
Coincidence;13:29:28.721:892:992:;
Coincidence;13:29:29.059:725:564:;
Coincidence;13:29:29.570:741:440:;
Coincidence;13:29:29.660:802:496:;
Coincidence;13:29:29.780:430:272:;
Coincidence;13:29:30.019:189:632:;
Coincidence;13:29:30.046:023:428:;
Coincidence;13:29:30.198:225:232:;
Coincidence;13:29:30.585:783:488:;
Coincidence;13:29:30.634:805:312:;
Coincidence;13:29:31.044:652:212:;
Coincidence;13:29:31.872:215:552:;
Coincidence;13:29:31.886:834:176:;
Coincidence;13:29:32.054:203:244:;
Coincidence;13:29:32.206:383:088:;
Coincidence;13:29:32.221:572:768:;
Coincidence;13:29:32.516:280:704:;
Coincidence;13:29:32.753:064:320:;
Coincidence;13:29:33.284:843:712:;
Coincidence;13:29:33.368:493:920:;
Coincidence;13:29:33.379:282:144:;
Coincidence;13:29:33.677:721:024:;
Coincidence;13:29:33.695:218:880:;
Coincidence;13:29:33.725:075:840:;
Coincidence;13:29:33.901:287:232:;
Coincidence;13:29:33.916:245:504:;
Coincidence;13:29:33.971:795:264:;
Coincidence;13:29:34.225:988:592:;
Coincidence;13:29:34.338:128:992:;
Coincidence;13:29:34.430:089:952:;
Coincidence;13:29:34.516:730:496:;
Coincidence;13:29:34.946:386:752:;
Coincidence;13:29:35.196:662:192:;
Coincidence;13:29:35.489:081:280:;
Coincidence;13:29:35.559:983:936:;
Coincidence;13:29:36.105:186:608:;
Coincidence;13:29:36.555:382:208:;
Coincidence;13:29:36.835:645:440:;
Coincidence;13:29:37.114:958:288:;
Coincidence;13:29:37.237:201:072:;
Coincidence;13:29:37.347:885:984:;
Coincidence;13:29:37.412:618:368:;
Coincidence;13:29:37.423:893:152:;
Coincidence;13:29:37.477:068:864:;
Coincidence;13:29:37.774:623:104:;
Coincidence;13:29:37.790:185:984:;
Coincidence;13:29:37.898:156:096:;
Coincidence;13:29:37.916:852:736:;
Coincidence;13:29:38.123:052:544:;
Coincidence;13:29:38.259:836:464:;
Coincidence;13:29:38.507:826:976:;
Coincidence;13:29:38.531:152:864:;
Coincidence;13:29:38.636:866:944:;
Coincidence;13:29:38.779:371:328:;
Coincidence;13:29:39.127:280:120:;
Coincidence;13:29:39.764:256:512:;
Coincidence;13:29:39.890:258:816:;
Coincidence;13:29:39.907:838:976:;
Coincidence;13:29:40.224:387:184:;
Coincidence;13:29:40.575:786:048:;
Coincidence;13:29:40.825:160:640:;
Coincidence;13:29:41.084:658:352:;
Coincidence;13:29:41.454:197:760:;
Coincidence;13:29:41.723:982:464:;
Coincidence;13:29:41.764:094:976:;
Coincidence;13:29:41.905:944:384:;
Coincidence;13:29:41.993:752:832:;
Coincidence;13:29:42.032:488:352:;
Coincidence;13:29:42.042:760:860:;
Coincidence;13:29:42.176:963:344:;
Coincidence;13:29:42.271:122:624:;
Coincidence;13:29:42.466:038:176:;
Coincidence;13:29:42.938:403:840:;
Coincidence;13:29:43.041:238:004:;
Coincidence;13:29:43.143:853:728:;
Coincidence;13:29:43.214:481:456:;
Coincidence;13:29:43.330:131:968:;
Coincidence;13:29:43.409:514:240:;
Coincidence;13:29:43.451:621:056:;
Coincidence;13:29:43.566:854:656:;
Coincidence;13:29:43.805:850:240:;
Coincidence;13:29:44.007:915:847:;
Coincidence;13:29:44.014:100:779:;
Coincidence;13:29:44.492:689:984:;
Coincidence;13:29:45.339:885:632:;
Coincidence;13:29:45.529:502:080:;
Coincidence;13:29:45.590:620:672:;
Coincidence;13:29:45.777:428:928:;
Coincidence;13:29:45.972:577:408:;
Coincidence;13:29:46.244:139:872:;
Coincidence;13:29:46.438:549:664:;
Coincidence;13:29:46.575:376:512:;
Coincidence;13:29:46.676:508:800:;
Coincidence;13:29:46.750:491:072:;
Coincidence;13:29:46.837:566:656:;
Coincidence;13:29:47.213:431:760:;
Coincidence;13:29:47.348:006:432:;
Coincidence;13:29:47.367:365:152:;
Coincidence;13:29:47.457:931:232:;
Coincidence;13:29:47.635:206:848:;
Coincidence;13:29:48.095:257:440:;
Coincidence;13:29:48.179:196:208:;
Coincidence;13:29:48.335:757:536:;
Coincidence;13:29:48.417:576:768:;
Coincidence;13:29:48.445:644:928:;
Coincidence;13:29:48.601:174:080:;
Coincidence;13:29:49.638:169:280:;
Coincidence;13:29:49.973:757:568:;
Coincidence;13:29:49.993:360:576:;
Coincidence;13:29:50.778:087:872:;
Coincidence;13:29:51.105:958:712:;
Coincidence;13:29:51.151:352:688:;
Coincidence;13:29:51.180:403:952:;
Coincidence;13:29:51.462:410:880:;
Coincidence;13:29:51.498:643:712:;
Coincidence;13:29:51.906:277:696:;
Coincidence;13:29:52.625:854:912:;
Coincidence;13:29:52.750:146:048:;
Coincidence;13:29:52.889:449:728:;
Coincidence;13:29:52.901:814:656:;
Coincidence;13:29:53.031:899:556:;
Coincidence;13:29:53.059:740:620:;
Coincidence;13:29:53.066:585:700:;
Coincidence;13:29:53.113:091:208:;
Coincidence;13:29:53.319:248:032:;
Coincidence;13:29:53.676:089:152:;
Coincidence;13:29:54.428:407:392:;
Coincidence;13:29:54.453:217:888:;
Coincidence;13:29:54.556:804:928:;
Coincidence;13:29:54.807:516:032:;
Coincidence;13:29:55.070:937:368:;
Coincidence;13:29:55.113:538:824:;
Coincidence;13:29:55.448:832:832:;
Coincidence;13:29:55.516:843:424:;
Coincidence;13:29:55.846:107:968:;
Coincidence;13:29:56.245:010:576:;
Coincidence;13:29:56.493:109:184:;
Coincidence;13:29:56.688:684:416:;
Coincidence;13:29:56.943:309:056:;
Coincidence;13:29:57.233:064:032:;
Coincidence;13:29:58.081:425:696:;
Coincidence;13:29:58.254:078:576:;
Coincidence;13:29:58.964:012:608:;
Coincidence;13:29:59.078:577:672:;
Coincidence;13:29:59.700:441:152:;
Coincidence;13:29:59.945:238:016:;
Coincidence;13:30:00.339:085:568:;
Coincidence;13:30:00.355:845:952:;
Coincidence;13:30:00.577:346:944:;
Coincidence;13:30:00.771:198:336:;
Coincidence;13:30:01.169:044:464:;
Coincidence;13:30:01.451:336:160:;
Coincidence;13:30:01.552:529:664:;
Coincidence;13:30:02.257:417:968:;
Coincidence;13:30:02.307:395:680:;
Coincidence;13:30:02.418:772:032:;
Coincidence;13:30:02.637:210:752:;
Coincidence;13:30:02.649:960:128:;
Coincidence;13:30:02.995:806:016:;
Coincidence;13:30:03.063:946:172:;
Coincidence;13:30:03.125:657:312:;
Coincidence;13:30:03.233:593:136:;
Coincidence;13:30:03.330:259:360:;
Coincidence;13:30:03.470:298:592:;
Coincidence;13:30:03.561:644:544:;
Coincidence;13:30:03.568:730:432:;
Coincidence;13:30:04.001:533:919:;
Coincidence;13:30:04.408:811:456:;
Coincidence;13:30:04.981:884:736:;
Coincidence;13:30:05.298:301:088:;
Coincidence;13:30:05.406:781:376:;
Coincidence;13:30:05.641:329:984:;
Coincidence;13:30:05.749:611:904:;
Coincidence;13:30:05.797:656:064:;
Coincidence;13:30:05.981:763:008:;
Coincidence;13:30:06.412:664:512:;
Coincidence;13:30:06.762:588:864:;
Coincidence;13:30:07.293:227:520:;
Coincidence;13:30:07.902:083:072:;
Coincidence;13:30:08.309:398:112:;
Coincidence;13:30:08.671:447:296:;
Coincidence;13:30:09.144:238:496:;
Coincidence;13:30:09.159:009:904:;
Coincidence;13:30:09.281:574:336:;
Coincidence;13:30:09.382:276:832:;
Coincidence;13:30:09.844:110:464:;
Coincidence;13:30:09.959:927:488:;
Coincidence;13:30:09.972:663:936:;
Coincidence;13:30:10.342:474:688:;
Coincidence;13:30:10.396:366:528:;
Coincidence;13:30:10.658:325:632:;
Coincidence;13:30:10.989:535:296:;
Coincidence;13:30:11.361:831:040:;
Coincidence;13:30:11.442:419:552:;
Coincidence;13:30:11.501:480:480:;
Coincidence;13:30:11.854:260:224:;
Coincidence;13:30:12.064:314:588:;
Coincidence;13:30:12.093:296:072:;
Coincidence;13:30:12.309:523:456:;
Coincidence;13:30:12.377:153:472:;
Coincidence;13:30:12.620:487:872:;
Coincidence;13:30:12.671:991:936:;
Coincidence;13:30:13.771:200:256:;
Coincidence;13:30:13.840:974:272:;
Coincidence;13:30:13.892:689:152:;
Coincidence;13:30:14.037:704:648:;
Coincidence;13:30:14.054:163:860:;
Coincidence;13:30:14.230:533:440:;
Coincidence;13:30:14.717:718:656:;
Coincidence;13:30:14.817:663:680:;
Coincidence;13:30:14.985:432:000:;
Coincidence;13:30:15.038:083:740:;
Coincidence;13:30:15.459:290:112:;
Coincidence;13:30:15.629:342:080:;
Coincidence;13:30:15.726:826:112:;
Coincidence;13:30:15.743:023:296:;
Coincidence;13:30:16.374:547:744:;
Coincidence;13:30:16.580:107:584:;
Coincidence;13:30:16.715:013:824:;
Coincidence;13:30:16.807:463:232:;
Coincidence;13:30:17.076:022:368:;
Coincidence;13:30:17.082:448:776:;
Coincidence;13:30:17.318:266:336:;
Coincidence;13:30:17.371:716:256:;
Coincidence;13:30:17.481:598:496:;
Coincidence;13:30:17.820:789:760:;
Coincidence;13:30:17.974:523:328:;
Coincidence;13:30:17.989:057:088:;
Coincidence;13:30:18.228:072:880:;
Coincidence;13:30:18.315:356:640:;
Coincidence;13:30:18.618:508:288:;
Coincidence;13:30:18.642:304:320:;
Coincidence;13:30:18.732:959:232:;
Coincidence;13:30:18.874:141:184:;
Coincidence;13:30:19.121:313:344:;
Coincidence;13:30:19.163:172:736:;
Coincidence;13:30:19.668:024:128:;
Coincidence;13:30:19.843:159:104:;
Coincidence;13:30:19.869:177:984:;
Coincidence;13:30:20.013:651:948:;
Coincidence;13:30:20.724:509:312:;
Coincidence;13:30:20.770:286:720:;
Coincidence;13:30:20.997:539:200:;
Coincidence;13:30:21.078:456:848:;
Coincidence;13:30:21.472:218:752:;
Coincidence;13:30:21.629:304:128:;
Coincidence;13:30:21.738:535:040:;
Coincidence;13:30:21.813:369:024:;
Coincidence;13:30:22.050:390:612:;
Coincidence;13:30:22.073:656:392:;
Coincidence;13:30:22.114:935:152:;
Coincidence;13:30:22.308:357:344:;
Coincidence;13:30:22.552:075:584:;
Coincidence;13:30:23.085:977:792:;
Coincidence;13:30:23.202:918:464:;
Coincidence;13:30:23.250:779:712:;
Coincidence;13:30:23.412:497:216:;
Coincidence;13:30:23.527:031:456:;
Coincidence;13:30:23.567:985:408:;
Coincidence;13:30:24.049:623:336:;
Coincidence;13:30:24.109:615:088:;
Coincidence;13:30:24.184:625:328:;
Coincidence;13:30:24.883:099:136:;
Coincidence;13:30:24.926:780:672:;
Coincidence;13:30:25.015:525:557:;
Coincidence;13:30:25.068:024:408:;
Coincidence;13:30:25.225:224:880:;
Coincidence;13:30:26.001:219:479:;
Coincidence;13:30:26.088:982:992:;
Coincidence;13:30:26.148:455:264:;
Coincidence;13:30:26.186:775:216:;
Coincidence;13:30:26.760:277:952:;
Coincidence;13:30:27.310:885:632:;
Coincidence;13:30:27.704:036:032:;
Coincidence;13:30:27.919:793:600:;
Coincidence;13:30:27.924:137:600:;
Coincidence;13:30:28.161:244:592:;
Coincidence;13:30:28.843:871:936:;
Coincidence;13:30:28.848:623:296:;
Coincidence;13:30:28.871:219:200:;
Coincidence;13:30:28.996:580:416:;
Coincidence;13:30:29.173:925:264:;
Coincidence;13:30:29.240:287:824:;
Coincidence;13:30:29.257:870:848:;
Coincidence;13:30:29.627:302:912:;
Coincidence;13:30:29.890:318:976:;
Coincidence;13:30:29.918:893:568:;
Coincidence;13:30:30.034:547:744:;
Coincidence;13:30:30.302:891:296:;
Coincidence;13:30:30.392:210:720:;
Coincidence;13:30:30.429:806:336:;
Coincidence;13:30:30.454:446:944:;
Coincidence;13:30:30.594:196:800:;
Coincidence;13:30:30.720:744:704:;
Coincidence;13:30:30.795:233:152:;
Coincidence;13:30:31.130:676:912:;
Coincidence;13:30:31.140:615:296:;
Coincidence;13:30:31.165:914:352:;
Coincidence;13:30:31.599:338:624:;
Coincidence;13:30:31.854:500:800:;
Coincidence;13:30:31.954:021:824:;
Coincidence;13:30:32.009:042:406:;
Coincidence;13:30:32.110:711:888:;
Coincidence;13:30:32.473:206:528:;
Coincidence;13:30:32.543:897:984:;
Coincidence;13:30:32.805:415:680:;
Coincidence;13:30:32.884:306:624:;
Coincidence;13:30:33.158:274:656:;
Coincidence;13:30:33.402:167:904:;
Coincidence;13:30:33.440:146:528:;
Coincidence;13:30:33.584:589:568:;
Coincidence;13:30:33.704:757:312:;
Coincidence;13:30:34.309:148:000:;
Coincidence;13:30:34.402:830:368:;
Coincidence;13:30:34.444:351:616:;
Coincidence;13:30:34.545:071:040:;
Coincidence;13:30:34.723:580:672:;
Coincidence;13:30:35.008:382:238:;
Coincidence;13:30:35.101:673:528:;
Coincidence;13:30:35.232:681:712:;
Coincidence;13:30:35.758:012:992:;
Coincidence;13:30:35.766:023:616:;
Coincidence;13:30:35.907:625:792:;
Coincidence;13:30:36.411:181:120:;
Coincidence;13:30:36.496:993:824:;
Coincidence;13:30:36.860:006:464:;
Coincidence;13:30:37.077:128:200:;
Coincidence;13:30:37.245:132:992:;
Coincidence;13:30:38.303:135:936:;
Coincidence;13:30:38.497:094:624:;
Coincidence;13:30:38.669:221:824:;
Coincidence;13:30:38.734:232:128:;
Coincidence;13:30:38.885:387:712:;
Coincidence;13:30:39.085:308:976:;
Coincidence;13:30:39.333:880:800:;
Coincidence;13:30:39.368:942:944:;
Coincidence;13:30:39.412:987:680:;
Coincidence;13:30:39.516:715:392:;
Coincidence;13:30:39.663:433:472:;
Coincidence;13:30:39.731:847:104:;
Coincidence;13:30:39.906:720:064:;
Coincidence;13:30:39.983:350:144:;
Coincidence;13:30:40.109:266:480:;
Coincidence;13:30:40.169:849:232:;
Coincidence;13:30:40.384:504:768:;
Coincidence;13:30:40.453:068:128:;
Coincidence;13:30:40.477:711:968:;
Coincidence;13:30:40.799:189:888:;
Coincidence;13:30:41.097:482:176:;
Coincidence;13:30:41.299:570:720:;
Coincidence;13:30:41.446:527:872:;
Coincidence;13:30:41.521:990:112:;
Coincidence;13:30:41.799:983:680:;
Coincidence;13:30:42.109:902:808:;
Coincidence;13:30:42.687:271:360:;
Coincidence;13:30:42.824:210:048:;
Coincidence;13:30:43.408:377:568:;
Coincidence;13:30:43.687:489:600:;
Coincidence;13:30:44.396:029:728:;
Coincidence;13:30:44.466:124:768:;
Coincidence;13:30:44.754:291:008:;
Coincidence;13:30:44.796:065:344:;
Coincidence;13:30:45.082:605:312:;
Coincidence;13:30:45.181:081:872:;
Coincidence;13:30:45.515:456:928:;
Coincidence;13:30:46.468:433:920:;
Coincidence;13:30:46.718:849:408:;
Coincidence;13:30:46.922:254:464:;
Coincidence;13:30:46.960:655:552:;
Coincidence;13:30:47.096:614:552:;
Coincidence;13:30:47.214:350:208:;
Coincidence;13:30:47.268:218:064:;
Coincidence;13:30:47.713:758:016:;
Coincidence;13:30:47.948:370:880:;
Coincidence;13:30:48.268:531:328:;
Coincidence;13:30:48.343:755:104:;
Coincidence;13:30:48.471:114:816:;
Coincidence;13:30:48.632:976:000:;
Coincidence;13:30:48.812:276:352:;
Coincidence;13:30:49.130:069:792:;
Coincidence;13:30:49.372:117:312:;
Coincidence;13:30:50.118:383:912:;
Coincidence;13:30:50.343:138:720:;
Coincidence;13:30:50.520:234:944:;
Coincidence;13:30:50.531:778:080:;
Coincidence;13:30:50.679:190:016:;
Coincidence;13:30:50.814:351:232:;
Coincidence;13:30:51.166:416:384:;
Coincidence;13:30:51.280:229:664:;
Coincidence;13:30:51.505:900:704:;
Coincidence;13:30:51.563:045:248:;
Coincidence;13:30:51.596:999:936:;
Coincidence;13:30:51.730:025:280:;
Coincidence;13:30:52.292:223:456:;
Coincidence;13:30:52.367:284:288:;
Coincidence;13:30:52.605:225:152:;
Coincidence;13:30:52.879:713:600:;
Coincidence;13:30:52.982:757:248:;
Coincidence;13:30:53.080:842:968:;
Coincidence;13:30:53.467:405:984:;
Coincidence;13:30:54.040:709:068:;
Coincidence;13:30:54.062:748:200:;
Coincidence;13:30:54.084:542:376:;
Coincidence;13:30:54.687:805:760:;
Coincidence;13:30:54.730:996:416:;
Coincidence;13:30:54.948:411:520:;
Coincidence;13:30:55.059:729:148:;
Coincidence;13:30:55.123:397:264:;
Coincidence;13:30:55.173:202:144:;
Coincidence;13:30:55.440:042:112:;
Coincidence;13:30:55.650:085:312:;
Coincidence;13:30:55.798:524:992:;
Coincidence;13:30:55.818:830:912:;
Coincidence;13:30:56.566:698:688:;
Coincidence;13:30:56.787:250:560:;
Coincidence;13:30:57.075:900:712:;
Coincidence;13:30:57.251:041:600:;
Coincidence;13:30:57.404:794:016:;
Coincidence;13:30:57.424:199:872:;
Coincidence;13:30:57.534:890:304:;
Coincidence;13:30:57.564:731:328:;
Coincidence;13:30:57.796:806:272:;
Coincidence;13:30:58.309:322:272:;
Coincidence;13:30:58.401:138:272:;
Coincidence;13:30:58.613:849:152:;
Coincidence;13:30:59.158:058:080:;
Coincidence;13:30:59.185:615:520:;
Coincidence;13:30:59.349:374:336:;
Coincidence;13:30:59.731:797:568:;
Coincidence;13:30:59.779:636:608:;
Coincidence;13:31:00.685:348:928:;
Coincidence;13:31:01.455:524:128:;
Coincidence;13:31:01.898:966:272:;
Coincidence;13:31:01.909:796:480:;
Coincidence;13:31:02.049:199:976:;
Coincidence;13:31:02.216:250:560:;
Coincidence;13:31:03.072:852:832:;
Coincidence;13:31:03.113:503:328:;
Coincidence;13:31:03.211:713:040:;
Coincidence;13:31:03.332:213:056:;
Coincidence;13:31:03.460:965:344:;
Coincidence;13:31:03.814:239:232:;
Coincidence;13:31:04.594:144:192:;
Coincidence;13:31:04.730:995:136:;
Coincidence;13:31:06.144:206:496:;
Coincidence;13:31:06.320:546:336:;
Coincidence;13:31:06.329:096:800:;
Coincidence;13:31:06.441:509:920:;
Coincidence;13:31:06.921:527:424:;
Coincidence;13:31:06.997:138:816:;
Coincidence;13:31:07.700:248:640:;
Coincidence;13:31:07.973:512:128:;
Coincidence;13:31:08.203:634:640:;
Coincidence;13:31:09.095:357:624:;
Coincidence;13:31:09.110:337:384:;
Coincidence;13:31:10.211:386:592:;
Coincidence;13:31:10.729:591:936:;
Coincidence;13:31:10.734:941:184:;
Coincidence;13:31:10.795:710:592:;
Coincidence;13:31:10.860:828:864:;
Coincidence;13:31:11.027:782:284:;
Coincidence;13:31:11.355:033:920:;
Coincidence;13:31:11.364:223:360:;
Coincidence;13:31:11.717:313:856:;
Coincidence;13:31:11.750:430:656:;
Coincidence;13:31:11.948:461:952:;
Coincidence;13:31:12.140:168:448:;
Coincidence;13:31:12.672:178:560:;
Coincidence;13:31:12.982:880:640:;
Coincidence;13:31:13.007:033:412:;
Coincidence;13:31:13.037:733:820:;
Coincidence;13:31:13.493:385:376:;
Coincidence;13:31:13.514:326:880:;
Coincidence;13:31:13.668:619:520:;
Coincidence;13:31:13.808:760:128:;
Coincidence;13:31:13.918:059:008:;
Coincidence;13:31:13.934:023:168:;
Coincidence;13:31:13.969:110:336:;
Coincidence;13:31:14.026:302:690:;
Coincidence;13:31:14.374:856:960:;
Coincidence;13:31:14.490:462:464:;
Coincidence;13:31:14.916:978:304:;
Coincidence;13:31:15.512:042:112:;
Coincidence;13:31:15.562:888:384:;
Coincidence;13:31:15.776:616:832:;
Coincidence;13:31:15.969:293:120:;
Coincidence;13:31:16.055:433:772:;
Coincidence;13:31:16.224:776:608:;
Coincidence;13:31:16.243:816:864:;
Coincidence;13:31:16.322:251:552:;
Coincidence;13:31:16.525:806:816:;
Coincidence;13:31:16.886:460:352:;
Coincidence;13:31:17.644:140:352:;
Coincidence;13:31:17.653:327:232:;
Coincidence;13:31:17.765:161:536:;
Coincidence;13:31:18.069:454:120:;
Coincidence;13:31:18.491:521:280:;
Coincidence;13:31:18.823:221:760:;
Coincidence;13:31:19.163:990:576:;
Coincidence;13:31:19.184:670:832:;
Coincidence;13:31:19.214:354:224:;
Coincidence;13:31:19.229:623:328:;
Coincidence;13:31:19.261:011:824:;
Coincidence;13:31:19.798:104:704:;
Coincidence;13:31:19.873:772:416:;
Coincidence;13:31:20.450:043:040:;
Coincidence;13:31:20.605:484:672:;
Coincidence;13:31:20.786:955:776:;
Coincidence;13:31:20.945:472:256:;
Coincidence;13:31:21.150:743:200:;
Coincidence;13:31:21.352:444:736:;
Coincidence;13:31:21.429:442:368:;
Coincidence;13:31:21.627:423:936:;
Coincidence;13:31:22.067:988:312:;
Coincidence;13:31:22.251:778:048:;
Coincidence;13:31:22.271:804:512:;
Coincidence;13:31:22.623:261:888:;
Coincidence;13:31:22.687:586:816:;
Coincidence;13:31:22.847:818:432:;
Coincidence;13:31:22.857:760:384:;
Coincidence;13:31:23.720:427:072:;
Coincidence;13:31:24.068:772:632:;
Coincidence;13:31:24.100:203:512:;
Coincidence;13:31:24.199:229:216:;
Coincidence;13:31:24.519:433:152:;
Coincidence;13:31:24.568:383:552:;
Coincidence;13:31:24.619:885:504:;
Coincidence;13:31:24.684:857:408:;
Coincidence;13:31:24.904:325:056:;
Coincidence;13:31:24.979:382:912:;
Coincidence;13:31:24.988:983:744:;
Coincidence;13:31:25.086:036:864:;
Coincidence;13:31:25.270:969:440:;
Coincidence;13:31:25.359:962:592:;
Coincidence;13:31:25.434:663:520:;
Coincidence;13:31:25.893:297:920:;
Coincidence;13:31:25.997:493:248:;
Coincidence;13:31:26.373:357:024:;
Coincidence;13:31:26.542:232:320:;
Coincidence;13:31:26.837:616:512:;
Coincidence;13:31:27.147:517:952:;
Coincidence;13:31:27.154:470:464:;
Coincidence;13:31:27.188:603:552:;
Coincidence;13:31:27.208:258:048:;
Coincidence;13:31:27.815:706:688:;
Coincidence;13:31:27.865:390:528:;
Coincidence;13:31:27.936:373:888:;
Coincidence;13:31:28.210:600:464:;
Coincidence;13:31:28.307:343:520:;
Coincidence;13:31:28.642:386:688:;
Coincidence;13:31:28.766:310:208:;
Coincidence;13:31:28.850:580:032:;
Coincidence;13:31:29.392:689:440:;
Coincidence;13:31:29.417:074:368:;
Coincidence;13:31:29.504:233:440:;
Coincidence;13:31:29.506:599:392:;
Coincidence;13:31:29.645:858:624:;
Coincidence;13:31:30.091:413:056:;
Coincidence;13:31:30.195:573:280:;
Coincidence;13:31:30.281:307:552:;
Coincidence;13:31:30.320:817:504:;
Coincidence;13:31:30.358:380:032:;
Coincidence;13:31:30.710:611:456:;
Coincidence;13:31:31.083:202:280:;
Coincidence;13:31:31.496:625:504:;
Coincidence;13:31:33.358:325:024:;
Coincidence;13:31:33.523:812:768:;
Coincidence;13:31:33.670:384:576:;
Coincidence;13:31:33.875:427:776:;
Coincidence;13:31:33.985:388:736:;
Coincidence;13:31:34.162:061:056:;
Coincidence;13:31:34.612:999:296:;
Coincidence;13:31:35.563:082:240:;
Coincidence;13:31:35.628:307:328:;
Coincidence;13:31:36.195:722:368:;
Coincidence;13:31:36.257:618:288:;
Coincidence;13:31:36.406:362:976:;
Coincidence;13:31:36.449:021:344:;
Coincidence;13:31:36.671:745:344:;
Coincidence;13:31:37.001:814:530:;
Coincidence;13:31:37.022:623:836:;
Coincidence;13:31:37.116:665:360:;
Coincidence;13:31:37.305:384:608:;
Coincidence;13:31:37.663:687:936:;
Coincidence;13:31:37.861:281:664:;
Coincidence;13:31:38.060:175:580:;
Coincidence;13:31:38.083:124:224:;
Coincidence;13:31:38.769:630:592:;
Coincidence;13:31:38.868:114:752:;
Coincidence;13:31:39.031:818:468:;
Coincidence;13:31:39.262:080:976:;
Coincidence;13:31:39.590:994:816:;
Coincidence;13:31:39.618:348:672:;
Coincidence;13:31:39.988:502:464:;
Coincidence;13:31:40.414:977:440:;
Coincidence;13:31:40.495:870:048:;
Coincidence;13:31:40.501:635:936:;
Coincidence;13:31:40.570:497:216:;
Coincidence;13:31:40.689:692:032:;
Coincidence;13:31:40.745:795:840:;
Coincidence;13:31:40.948:405:568:;
