Waiting for GPS Fix
GPS Fix obtained at;12:59:48.000:000:000:;Date:7/2/2022
Coincidence;12:59:51.594:001:408:;
Coincidence;12:59:51.598:147:712:;
Coincidence;12:59:51.649:167:680:;
Coincidence;12:59:51.663:300:416:;
Coincidence;12:59:51.683:656:768:;
Coincidence;12:59:51.759:512:064:;
Coincidence;12:59:51.815:474:496:;
Coincidence;12:59:51.874:825:472:;
Coincidence;12:59:51.984:524:864:;
Coincidence;12:59:52.014:200:448:;
Coincidence;12:59:52.079:541:176:;
Coincidence;12:59:52.100:185:440:;
Coincidence;12:59:52.107:451:224:;
Coincidence;12:59:52.159:524:528:;
Coincidence;12:59:52.200:159:872:;
Coincidence;12:59:52.229:911:744:;
Coincidence;12:59:52.262:492:496:;
Coincidence;12:59:52.278:819:040:;
Coincidence;12:59:52.278:303:584:;
Coincidence;12:59:52.342:819:040:;
Coincidence;12:59:52.395:476:128:;
Coincidence;12:59:52.470:650:816:;
Coincidence;12:59:52.632:690:048:;
Coincidence;12:59:52.686:253:056:;
Coincidence;12:59:52.697:724:352:;
Coincidence;12:59:52.763:951:232:;
Coincidence;12:59:52.775:897:856:;
Coincidence;12:59:52.808:761:920:;
Coincidence;12:59:52.813:892:160:;
Coincidence;12:59:52.843:200:960:;
Coincidence;12:59:52.875:950:592:;
Coincidence;12:59:52.930:188:096:;
Coincidence;12:59:52.962:003:648:;
Coincidence;12:59:53.030:389:992:;
Coincidence;12:59:53.040:985:828:;
Coincidence;12:59:53.089:430:944:;
Coincidence;12:59:53.108:481:568:;
Coincidence;12:59:53.115:184:784:;
Coincidence;12:59:53.133:102:096:;
Coincidence;12:59:53.201:113:200:;
Coincidence;12:59:53.310:470:560:;
Coincidence;12:59:53.321:285:440:;
Coincidence;12:59:53.330:075:488:;
Coincidence;12:59:53.366:210:176:;
Coincidence;12:59:53.405:969:216:;
Coincidence;12:59:53.418:782:272:;
Coincidence;12:59:53.455:990:816:;
Coincidence;12:59:53.453:628:352:;
Coincidence;12:59:53.476:791:072:;
Coincidence;12:59:53.573:305:216:;
Coincidence;12:59:53.725:548:032:;
Coincidence;12:59:53.763:413:312:;
Coincidence;12:59:53.900:233:792:;
Coincidence;12:59:53.915:147:072:;
Coincidence;12:59:54.028:776:946:;
Coincidence;12:59:54.027:851:864:;
Coincidence;12:59:54.119:629:200:;
Coincidence;12:59:54.147:363:264:;
Coincidence;12:59:54.219:250:720:;
Coincidence;12:59:54.275:694:208:;
Coincidence;12:59:54.293:686:944:;
Coincidence;12:59:54.297:537:600:;
Coincidence;12:59:54.340:155:520:;
Coincidence;12:59:54.388:779:392:;
Coincidence;12:59:54.417:118:368:;
Coincidence;12:59:54.584:976:896:;
Coincidence;12:59:54.607:352:128:;
Coincidence;12:59:54.658:145:792:;
Coincidence;12:59:54.669:732:672:;
Coincidence;12:59:54.681:112:192:;
Coincidence;12:59:54.851:424:640:;
Coincidence;12:59:54.925:158:656:;
Coincidence;12:59:54.959:885:248:;
Coincidence;12:59:54.982:371:776:;
Coincidence;12:59:54.990:439:488:;
Coincidence;12:59:54.992:651:264:;
Coincidence;12:59:55.005:848:567:;
Coincidence;12:59:55.081:926:992:;
Coincidence;12:59:55.090:177:752:;
Coincidence;12:59:55.137:830:288:;
Coincidence;12:59:55.157:126:176:;
Coincidence;12:59:55.155:383:856:;
Coincidence;12:59:55.240:565:632:;
Coincidence;12:59:55.274:844:512:;
Coincidence;12:59:55.316:221:376:;
Coincidence;12:59:55.343:150:464:;
Coincidence;12:59:55.410:704:960:;
Coincidence;12:59:55.418:767:328:;
Coincidence;12:59:55.448:179:712:;
Coincidence;12:59:55.454:923:744:;
Coincidence;12:59:55.507:240:448:;
Coincidence;12:59:55.532:118:784:;
Coincidence;12:59:55.589:786:816:;
Coincidence;12:59:55.626:491:584:;
Coincidence;12:59:55.708:058:112:;
Coincidence;12:59:55.746:834:624:;
Coincidence;12:59:55.776:025:216:;
Coincidence;12:59:55.930:516:224:;
Coincidence;12:59:55.938:588:224:;
Coincidence;12:59:55.984:695:296:;
Coincidence;12:59:56.037:999:928:;
Coincidence;12:59:56.050:552:112:;
Coincidence;12:59:56.099:569:512:;
Coincidence;12:59:56.114:529:448:;
Coincidence;12:59:56.117:123:232:;
Coincidence;12:59:56.141:722:704:;
Coincidence;12:59:56.154:384:688:;
Coincidence;12:59:56.157:914:400:;
Coincidence;12:59:56.165:768:864:;
Coincidence;12:59:56.210:827:840:;
Coincidence;12:59:56.248:653:840:;
Coincidence;12:59:56.256:275:296:;
Coincidence;12:59:56.263:309:952:;
Coincidence;12:59:56.317:557:664:;
Coincidence;12:59:56.536:791:648:;
Coincidence;12:59:56.565:604:160:;
Coincidence;12:59:56.604:458:368:;
Coincidence;12:59:56.642:101:952:;
Coincidence;12:59:56.715:642:944:;
Coincidence;12:59:56.719:565:056:;
Coincidence;12:59:56.869:698:304:;
Coincidence;12:59:56.889:136:896:;
Coincidence;12:59:56.905:644:032:;
Coincidence;12:59:56.926:564:096:;
Coincidence;12:59:56.940:362:432:;
Coincidence;12:59:56.972:503:616:;
Coincidence;12:59:56.983:103:744:;
Coincidence;12:59:57.069:921:776:;
Coincidence;12:59:57.080:997:752:;
Coincidence;12:59:57.205:182:224:;
Coincidence;12:59:57.226:489:840:;
Coincidence;12:59:57.241:115:952:;
Coincidence;12:59:57.269:204:736:;
Coincidence;12:59:57.314:568:704:;
Coincidence;12:59:57.370:323:040:;
Coincidence;12:59:57.409:042:336:;
Coincidence;12:59:57.469:895:168:;
Coincidence;12:59:57.513:945:536:;
Coincidence;12:59:57.671:649:472:;
Coincidence;12:59:57.670:178:240:;
Coincidence;12:59:57.672:927:744:;
Coincidence;12:59:57.685:180:480:;
Coincidence;12:59:57.722:580:224:;
Coincidence;12:59:57.744:625:152:;
Coincidence;12:59:57.754:052:480:;
Coincidence;12:59:57.771:959:744:;
Coincidence;12:59:57.823:802:816:;
Coincidence;12:59:57.865:522:240:;
Coincidence;12:59:57.922:100:416:;
Coincidence;12:59:57.973:159:744:;
Coincidence;12:59:57.987:929:664:;
Coincidence;12:59:58.090:485:504:;
Coincidence;12:59:58.103:155:816:;
Coincidence;12:59:58.110:609:424:;
Coincidence;12:59:58.152:035:024:;
Coincidence;12:59:58.166:413:552:;
Coincidence;12:59:58.215:089:264:;
Coincidence;12:59:58.303:847:616:;
Coincidence;12:59:58.321:677:760:;
Coincidence;12:59:58.392:615:616:;
Coincidence;12:59:58.511:242:656:;
Coincidence;12:59:58.555:424:640:;
Coincidence;12:59:58.602:397:760:;
Coincidence;12:59:58.611:812:032:;
Coincidence;12:59:58.689:239:616:;
Coincidence;12:59:58.774:854:912:;
Coincidence;12:59:58.784:313:024:;
Coincidence;12:59:58.787:396:544:;
Coincidence;12:59:58.977:545:344:;
Coincidence;12:59:59.040:275:164:;
Coincidence;12:59:59.078:409:848:;
Coincidence;12:59:59.075:995:936:;
Coincidence;12:59:59.169:717:184:;
Coincidence;12:59:59.187:196:864:;
Coincidence;12:59:59.224:230:144:;
Coincidence;12:59:59.355:190:112:;
Coincidence;12:59:59.409:716:864:;
Coincidence;12:59:59.459:466:176:;
Coincidence;12:59:59.460:852:928:;
Coincidence;12:59:59.496:128:416:;
Coincidence;12:59:59.504:005:664:;
Coincidence;12:59:59.512:459:520:;
Coincidence;12:59:59.528:602:560:;
Coincidence;12:59:59.630:280:832:;
Coincidence;12:59:59.638:440:320:;
Coincidence;12:59:59.672:585:088:;
Coincidence;12:59:59.792:794:048:;
Coincidence;12:59:59.817:112:320:;
Coincidence;12:59:59.822:089:856:;
Coincidence;12:59:59.823:512:192:;
Coincidence;12:59:59.857:069:312:;
Coincidence;12:59:59.892:284:736:;
Coincidence;12:59:59.968:303:040:;
Coincidence;12:59:59.992:412:416:;
Coincidence;13:00:00.088:913:368:;
Coincidence;13:00:00.097:935:712:;
Coincidence;13:00:00.110:918:288:;
Coincidence;13:00:00.173:071:504:;
Coincidence;13:00:00.187:746:144:;
Coincidence;13:00:00.301:558:016:;
Coincidence;13:00:00.310:808:768:;
Coincidence;13:00:00.309:399:392:;
Coincidence;13:00:00.366:898:272:;
Coincidence;13:00:00.400:715:648:;
Coincidence;13:00:00.424:488:160:;
Coincidence;13:00:00.445:617:088:;
Coincidence;13:00:00.495:503:456:;
Coincidence;13:00:00.586:624:768:;
Coincidence;13:00:00.601:392:256:;
Coincidence;13:00:00.693:793:088:;
Coincidence;13:00:00.722:497:216:;
Coincidence;13:00:00.735:089:344:;
Coincidence;13:00:00.754:542:464:;
Coincidence;13:00:00.796:804:224:;
Coincidence;13:00:00.820:890:624:;
Coincidence;13:00:00.843:613:952:;
Coincidence;13:00:00.927:098:304:;
Coincidence;13:00:00.961:877:568:;
Coincidence;13:00:00.971:178:688:;
Coincidence;13:00:01.021:547:096:;
Coincidence;13:00:01.069:852:560:;
Coincidence;13:00:01.073:280:608:;
Coincidence;13:00:01.084:667:400:;
Coincidence;13:00:01.118:943:312:;
Coincidence;13:00:01.342:330:912:;
Coincidence;13:00:01.456:278:720:;
Coincidence;13:00:01.490:211:488:;
Coincidence;13:00:01.602:320:576:;
Coincidence;13:00:01.614:537:664:;
Coincidence;13:00:01.684:974:400:;
Coincidence;13:00:01.730:725:376:;
Coincidence;13:00:01.729:100:928:;
Coincidence;13:00:01.797:953:472:;
Coincidence;13:00:01.871:379:008:;
Coincidence;13:00:01.926:663:680:;
Coincidence;13:00:01.926:283:136:;
Coincidence;13:00:02.009:966:353:;
Coincidence;13:00:02.022:838:734:;
Coincidence;13:00:02.063:285:936:;
Coincidence;13:00:02.098:690:184:;
Coincidence;13:00:02.168:283:344:;
Coincidence;13:00:02.188:262:064:;
Coincidence;13:00:02.203:838:784:;
Coincidence;13:00:02.248:981:600:;
Coincidence;13:00:02.259:730:128:;
Coincidence;13:00:02.272:573:248:;
Coincidence;13:00:02.287:871:744:;
Coincidence;13:00:02.298:169:600:;
Coincidence;13:00:02.315:156:672:;
Coincidence;13:00:02.337:175:392:;
Coincidence;13:00:02.463:333:760:;
Coincidence;13:00:02.501:373:984:;
Coincidence;13:00:02.572:353:984:;
Coincidence;13:00:02.616:019:136:;
Coincidence;13:00:02.642:547:008:;
Coincidence;13:00:02.654:572:416:;
Coincidence;13:00:02.706:106:048:;
Coincidence;13:00:02.725:134:528:;
Coincidence;13:00:02.798:512:448:;
Coincidence;13:00:02.823:589:120:;
Coincidence;13:00:02.846:919:616:;
Coincidence;13:00:02.876:132:416:;
Coincidence;13:00:02.901:950:912:;
Coincidence;13:00:02.903:984:384:;
Coincidence;13:00:02.928:407:936:;
Coincidence;13:00:02.965:111:360:;
Coincidence;13:00:02.967:939:584:;
Coincidence;13:00:02.966:425:216:;
Coincidence;13:00:02.990:531:200:;
Coincidence;13:00:03.034:282:320:;
Coincidence;13:00:03.079:692:944:;
Coincidence;13:00:03.108:237:032:;
Coincidence;13:00:03.125:774:576:;
Coincidence;13:00:03.155:387:584:;
Coincidence;13:00:03.213:703:680:;
Coincidence;13:00:03.217:834:640:;
Coincidence;13:00:03.323:341:600:;
Coincidence;13:00:03.360:376:672:;
Coincidence;13:00:03.416:005:856:;
Coincidence;13:00:03.482:002:176:;
Coincidence;13:00:03.490:023:680:;
Coincidence;13:00:03.509:629:856:;
Coincidence;13:00:03.697:016:704:;
Coincidence;13:00:03.742:764:160:;
Coincidence;13:00:03.747:668:736:;
Coincidence;13:00:03.803:006:272:;
Coincidence;13:00:03.884:248:704:;
Coincidence;13:00:03.908:728:256:;
Coincidence;13:00:03.915:904:128:;
Coincidence;13:00:03.926:324:352:;
Coincidence;13:00:03.938:926:720:;
Coincidence;13:00:03.957:571:648:;
Coincidence;13:00:04.040:946:812:;
Coincidence;13:00:04.058:930:540:;
Coincidence;13:00:04.116:085:280:;
Coincidence;13:00:04.202:956:704:;
Coincidence;13:00:04.229:177:840:;
Coincidence;13:00:04.262:013:216:;
Coincidence;13:00:04.280:352:544:;
Coincidence;13:00:04.520:744:704:;
Coincidence;13:00:04.567:977:344:;
Coincidence;13:00:04.614:483:648:;
Coincidence;13:00:04.629:665:856:;
Coincidence;13:00:04.717:561:984:;
Coincidence;13:00:04.720:016:512:;
Coincidence;13:00:04.737:872:064:;
Coincidence;13:00:04.786:838:144:;
Coincidence;13:00:04.809:226:624:;
Coincidence;13:00:04.898:370:112:;
Coincidence;13:00:04.937:744:128:;
Coincidence;13:00:05.042:281:724:;
Coincidence;13:00:05.040:316:636:;
Coincidence;13:00:05.076:505:016:;
Coincidence;13:00:05.101:096:272:;
Coincidence;13:00:05.132:551:152:;
Coincidence;13:00:05.146:916:880:;
Coincidence;13:00:05.238:251:936:;
Coincidence;13:00:05.284:952:928:;
Coincidence;13:00:05.384:942:624:;
Coincidence;13:00:05.408:443:872:;
Coincidence;13:00:05.419:419:456:;
Coincidence;13:00:05.419:816:512:;
Coincidence;13:00:05.448:874:080:;
Coincidence;13:00:05.504:940:576:;
Coincidence;13:00:05.726:877:056:;
Coincidence;13:00:05.750:213:056:;
Coincidence;13:00:05.759:647:488:;
Coincidence;13:00:05.795:766:272:;
Coincidence;13:00:05.828:758:976:;
Coincidence;13:00:05.837:585:664:;
Coincidence;13:00:05.847:826:176:;
Coincidence;13:00:05.868:758:400:;
Coincidence;13:00:05.922:987:136:;
Coincidence;13:00:05.947:853:440:;
Coincidence;13:00:06.028:839:018:;
Coincidence;13:00:06.075:889:232:;
Coincidence;13:00:06.090:493:592:;
Coincidence;13:00:06.127:521:040:;
Coincidence;13:00:06.152:512:720:;
Coincidence;13:00:06.184:511:024:;
Coincidence;13:00:06.208:665:664:;
Coincidence;13:00:06.264:920:464:;
Coincidence;13:00:06.386:962:432:;
Coincidence;13:00:06.400:659:232:;
Coincidence;13:00:06.404:780:960:;
Coincidence;13:00:06.466:947:584:;
Coincidence;13:00:06.474:024:512:;
Coincidence;13:00:06.485:315:968:;
Coincidence;13:00:06.506:972:160:;
Coincidence;13:00:06.598:657:728:;
Coincidence;13:00:06.597:065:344:;
Coincidence;13:00:06.868:063:616:;
Coincidence;13:00:06.872:313:024:;
Coincidence;13:00:06.886:332:736:;
Coincidence;13:00:06.898:031:744:;
Coincidence;13:00:06.907:820:928:;
Coincidence;13:00:06.919:943:872:;
Coincidence;13:00:06.985:008:832:;
Coincidence;13:00:06.989:123:072:;
Coincidence;13:00:07.009:679:973:;
Coincidence;13:00:07.038:807:604:;
Coincidence;13:00:07.073:009:016:;
Coincidence;13:00:07.119:702:352:;
Coincidence;13:00:07.129:029:608:;
Coincidence;13:00:07.140:056:528:;
Coincidence;13:00:07.249:687:856:;
Coincidence;13:00:07.355:329:344:;
Coincidence;13:00:07.388:168:384:;
Coincidence;13:00:07.436:772:064:;
Coincidence;13:00:07.524:878:752:;
Coincidence;13:00:07.553:928:192:;
Coincidence;13:00:07.567:206:336:;
Coincidence;13:00:07.596:961:792:;
Coincidence;13:00:07.610:925:440:;
Coincidence;13:00:07.623:591:552:;
Coincidence;13:00:07.655:903:616:;
Coincidence;13:00:07.703:545:408:;
Coincidence;13:00:07.714:556:416:;
Coincidence;13:00:07.726:495:936:;
Coincidence;13:00:07.755:677:952:;
Coincidence;13:00:07.784:443:648:;
Coincidence;13:00:07.837:516:736:;
Coincidence;13:00:07.856:138:304:;
Coincidence;13:00:07.888:575:488:;
Coincidence;13:00:07.915:700:352:;
Coincidence;13:00:07.924:242:368:;
Coincidence;13:00:07.956:690:176:;
Coincidence;13:00:08.000:000:000:;
Coincidence;13:00:08.065:303:528:;
Coincidence;13:00:08.074:085:488:;
Coincidence;13:00:08.089:466:472:;
Coincidence;13:00:08.093:969:880:;
Coincidence;13:00:08.147:126:752:;
Coincidence;13:00:08.169:705:824:;
Coincidence;13:00:08.294:132:672:;
Coincidence;13:00:08.309:145:888:;
Coincidence;13:00:08.316:689:984:;
Coincidence;13:00:08.374:666:720:;
Coincidence;13:00:08.400:916:544:;
Coincidence;13:00:08.443:242:336:;
Coincidence;13:00:08.484:284:064:;
Coincidence;13:00:08.523:551:520:;
Coincidence;13:00:08.773:688:128:;
Coincidence;13:00:08.775:566:720:;
Coincidence;13:00:08.865:690:880:;
Coincidence;13:00:08.899:051:968:;
Coincidence;13:00:08.933:176:576:;
Coincidence;13:00:08.968:021:376:;
Coincidence;13:00:08.989:564:736:;
Coincidence;13:00:09.033:256:308:;
Coincidence;13:00:09.032:478:502:;
Coincidence;13:00:09.110:412:648:;
Coincidence;13:00:09.130:875:056:;
Coincidence;13:00:09.136:280:320:;
Coincidence;13:00:09.137:048:272:;
Coincidence;13:00:09.176:829:808:;
Coincidence;13:00:09.335:103:712:;
Coincidence;13:00:09.434:909:440:;
Coincidence;13:00:09.468:640:832:;
Coincidence;13:00:09.590:072:064:;
Coincidence;13:00:09.653:759:040:;
Coincidence;13:00:09.660:416:192:;
Coincidence;13:00:09.707:762:560:;
Coincidence;13:00:09.746:061:120:;
Coincidence;13:00:09.756:353:216:;
Coincidence;13:00:10.055:362:948:;
Coincidence;13:00:10.099:779:688:;
Coincidence;13:00:10.110:614:808:;
Coincidence;13:00:10.108:318:104:;
Coincidence;13:00:10.134:517:776:;
Coincidence;13:00:10.163:845:520:;
Coincidence;13:00:10.202:608:384:;
Coincidence;13:00:10.230:132:400:;
Coincidence;13:00:10.339:281:728:;
Coincidence;13:00:10.469:256:960:;
Coincidence;13:00:10.496:245:376:;
Coincidence;13:00:10.502:149:024:;
Coincidence;13:00:10.576:563:072:;
Coincidence;13:00:10.633:554:368:;
Coincidence;13:00:10.681:472:192:;
Coincidence;13:00:10.690:512:704:;
Coincidence;13:00:10.729:573:824:;
Coincidence;13:00:10.727:351:616:;
Coincidence;13:00:10.741:688:128:;
Coincidence;13:00:10.824:752:384:;
Coincidence;13:00:10.835:658:048:;
Coincidence;13:00:11.055:538:808:;
Coincidence;13:00:11.137:824:160:;
Coincidence;13:00:11.212:737:344:;
Coincidence;13:00:11.218:472:512:;
Coincidence;13:00:11.220:070:432:;
Coincidence;13:00:11.259:080:480:;
Coincidence;13:00:11.297:132:832:;
Coincidence;13:00:11.356:722:656:;
Coincidence;13:00:11.406:737:216:;
Coincidence;13:00:11.441:510:400:;
Coincidence;13:00:11.451:151:232:;
Coincidence;13:00:11.539:753:728:;
Coincidence;13:00:11.698:330:816:;
Coincidence;13:00:11.714:236:288:;
Coincidence;13:00:11.720:730:624:;
Coincidence;13:00:11.724:974:720:;
Coincidence;13:00:11.808:909:312:;
Coincidence;13:00:11.895:224:384:;
Coincidence;13:00:11.985:921:920:;
Coincidence;13:00:12.002:801:214:;
Coincidence;13:00:12.016:256:532:;
Coincidence;13:00:12.050:056:480:;
Coincidence;13:00:12.056:075:028:;
Coincidence;13:00:12.086:605:720:;
Coincidence;13:00:12.132:946:088:;
Coincidence;13:00:12.148:570:960:;
Coincidence;13:00:12.192:555:840:;
Coincidence;13:00:12.271:069:024:;
Coincidence;13:00:12.269:157:440:;
Coincidence;13:00:12.279:828:320:;
Coincidence;13:00:12.361:519:424:;
Coincidence;13:00:12.571:559:424:;
Coincidence;13:00:12.757:431:360:;
Coincidence;13:00:12.771:981:184:;
Coincidence;13:00:12.783:784:384:;
Coincidence;13:00:12.791:966:016:;
Coincidence;13:00:12.851:571:456:;
Coincidence;13:00:12.888:006:080:;
Coincidence;13:00:12.930:536:576:;
Coincidence;13:00:13.036:023:300:;
Coincidence;13:00:13.094:898:048:;
Coincidence;13:00:13.097:071:416:;
Coincidence;13:00:13.106:621:408:;
Coincidence;13:00:13.151:016:320:;
Coincidence;13:00:13.165:538:832:;
Coincidence;13:00:13.227:675:408:;
Coincidence;13:00:13.238:573:952:;
Coincidence;13:00:13.302:700:448:;
Coincidence;13:00:13.324:733:248:;
Coincidence;13:00:13.402:933:600:;
Coincidence;13:00:13.451:240:576:;
Coincidence;13:00:13.493:159:648:;
Coincidence;13:00:13.619:427:840:;
Coincidence;13:00:13.707:517:632:;
Coincidence;13:00:13.724:667:840:;
Coincidence;13:00:13.773:057:920:;
Coincidence;13:00:13.814:046:720:;
Coincidence;13:00:13.824:467:136:;
Coincidence;13:00:13.986:780:864:;
Coincidence;13:00:14.015:333:339:;
Coincidence;13:00:14.067:809:184:;
Coincidence;13:00:14.100:239:288:;
Coincidence;13:00:14.124:209:560:;
Coincidence;13:00:14.121:444:664:;
Coincidence;13:00:14.131:931:424:;
Coincidence;13:00:14.185:042:144:;
Coincidence;13:00:14.211:377:152:;
Coincidence;13:00:14.228:642:176:;
Coincidence;13:00:14.235:067:856:;
Coincidence;13:00:14.276:650:560:;
Coincidence;13:00:14.288:570:464:;
Coincidence;13:00:14.376:372:768:;
Coincidence;13:00:14.400:011:872:;
Coincidence;13:00:14.435:872:480:;
Coincidence;13:00:14.450:423:104:;
Coincidence;13:00:14.454:680:960:;
Coincidence;13:00:14.513:240:512:;
Coincidence;13:00:14.542:071:168:;
Coincidence;13:00:14.730:034:368:;
Coincidence;13:00:14.808:591:296:;
Coincidence;13:00:14.815:261:312:;
Coincidence;13:00:14.996:231:616:;
Coincidence;13:00:15.010:532:194:;
Coincidence;13:00:15.016:751:314:;
Coincidence;13:00:15.018:407:272:;
Coincidence;13:00:15.069:754:784:;
Coincidence;13:00:15.086:967:104:;
Coincidence;13:00:15.098:880:760:;
Coincidence;13:00:15.100:152:928:;
Coincidence;13:00:15.138:744:544:;
Coincidence;13:00:15.149:284:160:;
Coincidence;13:00:15.235:645:648:;
Coincidence;13:00:15.296:442:368:;
Coincidence;13:00:15.300:204:160:;
Coincidence;13:00:15.364:255:424:;
Coincidence;13:00:15.444:367:296:;
Coincidence;13:00:15.476:922:400:;
Coincidence;13:00:15.490:472:640:;
Coincidence;13:00:15.529:261:152:;
Coincidence;13:00:15.660:361:216:;
Coincidence;13:00:15.702:482:432:;
Coincidence;13:00:15.700:044:992:;
Coincidence;13:00:15.729:556:544:;
Coincidence;13:00:15.738:487:872:;
Coincidence;13:00:15.772:266:048:;
Coincidence;13:00:15.775:983:680:;
Coincidence;13:00:15.844:465:408:;
Coincidence;13:00:15.880:580:416:;
Coincidence;13:00:15.939:314:048:;
Coincidence;13:00:15.983:997:888:;
Coincidence;13:00:15.992:395:712:;
Coincidence;13:00:16.079:106:368:;
Coincidence;13:00:16.077:586:096:;
Coincidence;13:00:16.089:203:848:;
Coincidence;13:00:16.101:571:816:;
Coincidence;13:00:16.109:475:632:;
Coincidence;13:00:16.126:164:304:;
Coincidence;13:00:16.218:699:728:;
Coincidence;13:00:16.260:785:552:;
Coincidence;13:00:16.310:070:848:;
Coincidence;13:00:16.315:908:448:;
Coincidence;13:00:16.322:923:520:;
Coincidence;13:00:16.420:804:096:;
Coincidence;13:00:16.446:085:920:;
Coincidence;13:00:16.577:673:152:;
Coincidence;13:00:16.581:890:752:;
Coincidence;13:00:16.618:504:512:;
Coincidence;13:00:16.691:371:712:;
Coincidence;13:00:16.725:040:512:;
Coincidence;13:00:16.823:021:376:;
Coincidence;13:00:16.850:595:456:;
Coincidence;13:00:16.942:356:160:;
Coincidence;13:00:16.969:545:600:;
Coincidence;13:00:17.045:917:000:;
Coincidence;13:00:17.079:057:112:;
Coincidence;13:00:17.107:534:056:;
Coincidence;13:00:17.125:650:304:;
Coincidence;13:00:17.131:229:240:;
Coincidence;13:00:17.151:867:280:;
Coincidence;13:00:17.175:018:992:;
Coincidence;13:00:17.192:697:440:;
Coincidence;13:00:17.268:890:176:;
Coincidence;13:00:17.279:372:736:;
Coincidence;13:00:17.381:897:504:;
Coincidence;13:00:17.438:425:984:;
Coincidence;13:00:17.451:359:584:;
Coincidence;13:00:17.548:258:368:;
Coincidence;13:00:17.594:168:896:;
Coincidence;13:00:17.602:368:384:;
Coincidence;13:00:17.639:262:208:;
Coincidence;13:00:17.656:502:528:;
Coincidence;13:00:17.727:364:416:;
Coincidence;13:00:17.765:985:600:;
Coincidence;13:00:17.798:177:024:;
Coincidence;13:00:17.806:884:096:;
Coincidence;13:00:17.805:574:144:;
Coincidence;13:00:17.823:207:616:;
Coincidence;13:00:17.829:950:976:;
Coincidence;13:00:17.879:869:888:;
Coincidence;13:00:17.897:628:288:;
Coincidence;13:00:17.993:618:752:;
Coincidence;13:00:18.003:503:520:;
Coincidence;13:00:18.008:083:697:;
Coincidence;13:00:18.043:314:808:;
Coincidence;13:00:18.307:458:176:;
Coincidence;13:00:18.365:194:304:;
Coincidence;13:00:18.417:968:576:;
Coincidence;13:00:18.440:448:288:;
Coincidence;13:00:18.450:459:104:;
Coincidence;13:00:18.488:146:880:;
Coincidence;13:00:18.513:791:392:;
Coincidence;13:00:18.534:663:648:;
Coincidence;13:00:18.619:789:056:;
Coincidence;13:00:18.628:434:688:;
Coincidence;13:00:18.657:218:752:;
Coincidence;13:00:18.662:949:952:;
Coincidence;13:00:18.679:089:984:;
Coincidence;13:00:18.726:750:080:;
Coincidence;13:00:18.786:469:440:;
Coincidence;13:00:18.785:655:104:;
Coincidence;13:00:18.793:262:400:;
Coincidence;13:00:18.805:113:984:;
Coincidence;13:00:18.851:229:056:;
Coincidence;13:00:18.941:547:520:;
Coincidence;13:00:18.956:653:632:;
Coincidence;13:00:18.992:263:808:;
Coincidence;13:00:19.000:000:000:;
Coincidence;13:00:19.025:089:054:;
Coincidence;13:00:19.030:579:120:;
Coincidence;13:00:19.031:922:848:;
Coincidence;13:00:19.056:970:372:;
Coincidence;13:00:19.083:342:200:;
Coincidence;13:00:19.146:094:288:;
Coincidence;13:00:19.194:892:448:;
