GPS Fix obtained at;12:02:47.000:000:000:;Date:7/2/2022
Coincidence;12:02:54.123:315:416:;
Coincidence;12:02:54.197:480:768:;
Coincidence;12:02:54.205:818:096:;
Coincidence;12:02:54.269:287:648:;
Coincidence;12:02:54.299:023:744:;
Coincidence;12:02:54.339:535:200:;
Coincidence;12:02:54.345:634:656:;
Coincidence;12:02:54.371:572:128:;
Coincidence;12:02:54.398:870:112:;
Coincidence;12:02:54.415:944:992:;
Coincidence;12:02:54.443:467:648:;
Coincidence;12:02:54.547:787:648:;
Coincidence;12:02:54.623:140:864:;
Coincidence;12:02:54.644:743:552:;
Coincidence;12:02:54.660:518:144:;
Coincidence;12:02:54.716:614:208:;
Coincidence;12:02:54.728:966:912:;
Coincidence;12:02:54.740:235:968:;
Coincidence;12:02:54.763:256:128:;
Coincidence;12:02:54.769:837:952:;
Coincidence;12:02:54.802:907:136:;
Coincidence;12:02:54.815:725:056:;
Coincidence;12:02:54.822:437:568:;
Coincidence;12:02:54.858:154:496:;
Coincidence;12:02:54.885:555:264:;
Coincidence;12:02:54.940:873:664:;
Coincidence;12:02:54.965:550:720:;
Coincidence;12:02:54.984:303:552:;
Coincidence;12:02:55.015:968:195:;
Coincidence;12:02:55.128:104:136:;
Coincidence;12:02:55.142:769:024:;
Coincidence;12:02:55.217:493:088:;
Coincidence;12:02:55.295:509:088:;
Coincidence;12:02:55.345:304:192:;
Coincidence;12:02:55.376:011:648:;
Coincidence;12:02:55.486:656:352:;
Coincidence;12:02:55.532:470:464:;
Coincidence;12:02:55.645:827:456:;
Coincidence;12:02:55.680:680:960:;
Coincidence;12:02:55.685:257:856:;
Coincidence;12:02:55.744:266:304:;
Coincidence;12:02:55.750:387:456:;
Coincidence;12:02:55.782:911:232:;
Coincidence;12:02:55.798:031:360:;
Coincidence;12:02:55.880:046:528:;
Coincidence;12:02:55.912:186:240:;
Coincidence;12:02:55.949:338:752:;
Coincidence;12:02:56.099:064:896:;
Coincidence;12:02:56.123:857:472:;
Coincidence;12:02:56.136:500:880:;
Coincidence;12:02:56.170:466:624:;
Coincidence;12:02:56.229:428:176:;
Coincidence;12:02:56.256:901:568:;
Coincidence;12:02:56.309:855:264:;
Coincidence;12:02:56.323:480:320:;
Coincidence;12:02:56.365:488:768:;
Coincidence;12:02:56.395:945:984:;
Coincidence;12:02:56.418:505:792:;
Coincidence;12:02:56.448:259:584:;
Coincidence;12:02:56.485:406:912:;
Coincidence;12:02:56.623:375:168:;
Coincidence;12:02:56.668:473:088:;
Coincidence;12:02:56.804:051:008:;
Coincidence;12:02:56.809:610:304:;
Coincidence;12:02:56.875:891:776:;
Coincidence;12:02:56.909:673:728:;
Coincidence;12:02:56.915:670:400:;
Coincidence;12:02:56.946:577:088:;
Coincidence;12:02:56.975:283:520:;
Coincidence;12:02:57.002:563:498:;
Coincidence;12:02:57.041:127:704:;
Coincidence;12:02:57.086:879:448:;
Coincidence;12:02:57.101:100:952:;
Coincidence;12:02:57.239:461:040:;
Coincidence;12:02:57.244:066:096:;
Coincidence;12:02:57.307:702:848:;
Coincidence;12:02:57.311:488:352:;
Coincidence;12:02:57.317:172:096:;
Coincidence;12:02:57.351:205:984:;
Coincidence;12:02:57.422:443:392:;
Coincidence;12:02:57.440:044:512:;
Coincidence;12:02:57.455:585:120:;
Coincidence;12:02:57.573:921:344:;
Coincidence;12:02:57.581:750:464:;
Coincidence;12:02:57.675:795:456:;
Coincidence;12:02:57.719:256:640:;
Coincidence;12:02:57.724:759:040:;
Coincidence;12:02:57.794:023:680:;
Coincidence;12:02:57.879:760:640:;
Coincidence;12:02:57.926:798:272:;
Coincidence;12:02:57.981:890:752:;
Coincidence;12:02:58.010:672:299:;
Coincidence;12:02:58.127:477:352:;
Coincidence;12:02:58.163:085:584:;
Coincidence;12:02:58.275:763:872:;
Coincidence;12:02:58.308:335:840:;
Coincidence;12:02:58.313:566:304:;
Coincidence;12:02:58.401:735:872:;
Coincidence;12:02:58.407:830:400:;
Coincidence;12:02:58.459:058:464:;
Coincidence;12:02:58.651:405:760:;
Coincidence;12:02:58.677:444:992:;
Coincidence;12:02:58.745:340:736:;
Coincidence;12:02:58.828:196:032:;
Coincidence;12:02:58.941:975:360:;
Coincidence;12:02:58.966:320:192:;
Coincidence;12:02:58.971:112:256:;
Coincidence;12:02:58.992:785:152:;
Coincidence;12:02:59.011:166:703:;
Coincidence;12:02:59.103:563:024:;
Coincidence;12:02:59.140:459:568:;
Coincidence;12:02:59.191:406:160:;
Coincidence;12:02:59.197:577:104:;
Coincidence;12:02:59.302:956:416:;
Coincidence;12:02:59.326:398:656:;
Coincidence;12:02:59.332:284:064:;
Coincidence;12:02:59.345:001:280:;
Coincidence;12:02:59.378:439:616:;
Coincidence;12:02:59.436:184:864:;
Coincidence;12:02:59.450:999:968:;
Coincidence;12:02:59.665:440:960:;
Coincidence;12:02:59.679:832:320:;
Coincidence;12:02:59.685:861:312:;
Coincidence;12:02:59.711:142:144:;
Coincidence;12:02:59.719:209:152:;
Coincidence;12:02:59.772:246:016:;
Coincidence;12:02:59.790:079:808:;
Coincidence;12:02:59.798:272:000:;
Coincidence;12:02:59.845:921:600:;
Coincidence;12:02:59.876:086:784:;
Coincidence;12:02:59.889:151:104:;
Coincidence;12:02:59.918:744:128:;
Coincidence;12:02:59.923:191:616:;
Coincidence;12:02:59.928:725:440:;
Coincidence;12:02:59.934:889:344:;
Coincidence;12:02:59.975:411:456:;
Coincidence;12:03:00.184:548:240:;
Coincidence;12:03:00.289:104:864:;
Coincidence;12:03:00.341:524:064:;
Coincidence;12:03:00.409:146:528:;
Coincidence;12:03:00.437:521:888:;
Coincidence;12:03:00.506:555:904:;
Coincidence;12:03:00.557:869:888:;
Coincidence;12:03:00.585:956:160:;
Coincidence;12:03:00.598:526:400:;
Coincidence;12:03:00.605:165:376:;
Coincidence;12:03:00.637:915:072:;
Coincidence;12:03:00.656:677:440:;
Coincidence;12:03:00.689:400:320:;
Coincidence;12:03:00.695:892:032:;
Coincidence;12:03:00.756:705:536:;
Coincidence;12:03:00.794:634:112:;
Coincidence;12:03:00.845:272:064:;
Coincidence;12:03:00.887:599:616:;
Coincidence;12:03:00.892:886:784:;
Coincidence;12:03:00.919:014:208:;
Coincidence;12:03:00.958:866:496:;
Coincidence;12:03:01.012:379:942:;
Coincidence;12:03:01.020:557:814:;
Coincidence;12:03:01.088:993:496:;
Coincidence;12:03:01.246:748:752:;
Coincidence;12:03:01.350:695:776:;
Coincidence;12:03:01.379:974:176:;
Coincidence;12:03:01.405:079:328:;
Coincidence;12:03:01.414:710:112:;
Coincidence;12:03:01.488:904:768:;
Coincidence;12:03:01.634:330:816:;
Coincidence;12:03:01.643:694:016:;
Coincidence;12:03:01.680:819:072:;
Coincidence;12:03:01.712:793:856:;
Coincidence;12:03:01.751:451:392:;
Coincidence;12:03:01.763:511:040:;
Coincidence;12:03:01.814:717:376:;
Coincidence;12:03:01.820:911:232:;
Coincidence;12:03:01.827:996:224:;
Coincidence;12:03:01.837:167:168:;
Coincidence;12:03:01.864:671:808:;
Coincidence;12:03:02.003:639:749:;
Coincidence;12:03:02.058:944:120:;
Coincidence;12:03:02.096:403:944:;
Coincidence;12:03:02.136:823:648:;
Coincidence;12:03:02.157:607:344:;
Coincidence;12:03:02.217:362:496:;
Coincidence;12:03:02.243:318:384:;
Coincidence;12:03:02.287:574:272:;
Coincidence;12:03:02.318:110:432:;
Coincidence;12:03:02.328:130:944:;
Coincidence;12:03:02.333:371:648:;
Coincidence;12:03:02.341:997:760:;
Coincidence;12:03:02.387:013:088:;
Coincidence;12:03:02.404:790:848:;
Coincidence;12:03:02.489:920:896:;
Coincidence;12:03:02.549:440:128:;
Coincidence;12:03:02.564:118:720:;
Coincidence;12:03:02.607:195:520:;
Coincidence;12:03:02.615:786:688:;
Coincidence;12:03:02.633:794:560:;
Coincidence;12:03:02.654:449:472:;
Coincidence;12:03:02.659:657:088:;
Coincidence;12:03:02.710:852:288:;
Coincidence;12:03:02.790:882:432:;
Coincidence;12:03:02.854:788:800:;
Coincidence;12:03:02.907:988:800:;
Coincidence;12:03:02.961:168:320:;
Coincidence;12:03:02.988:389:952:;
Coincidence;12:03:03.088:123:184:;
Coincidence;12:03:03.095:425:096:;
Coincidence;12:03:03.101:089:344:;
Coincidence;12:03:03.169:325:712:;
Coincidence;12:03:03.198:277:568:;
Coincidence;12:03:03.259:929:824:;
Coincidence;12:03:03.285:844:032:;
Coincidence;12:03:03.393:349:888:;
Coincidence;12:03:03.427:588:864:;
Coincidence;12:03:03.435:414:784:;
Coincidence;12:03:03.441:584:480:;
Coincidence;12:03:03.447:510:624:;
Coincidence;12:03:03.475:516:512:;
Coincidence;12:03:03.509:100:960:;
Coincidence;12:03:03.548:704:192:;
Coincidence;12:03:03.674:655:680:;
Coincidence;12:03:03.711:809:920:;
Coincidence;12:03:03.756:467:008:;
Coincidence;12:03:03.801:737:216:;
Coincidence;12:03:03.816:613:056:;
Coincidence;12:03:03.843:024:448:;
Coincidence;12:03:03.957:376:064:;
Coincidence;12:03:03.963:570:816:;
Coincidence;12:03:04.041:908:996:;
Coincidence;12:03:04.096:487:152:;
Coincidence;12:03:04.103:697:456:;
Coincidence;12:03:04.117:163:152:;
Coincidence;12:03:04.147:034:160:;
Coincidence;12:03:04.174:285:184:;
Coincidence;12:03:04.193:388:496:;
Coincidence;12:03:04.203:655:312:;
Coincidence;12:03:04.259:279:840:;
Coincidence;12:03:04.295:264:992:;
Coincidence;12:03:04.333:157:696:;
Coincidence;12:03:04.345:619:168:;
Coincidence;12:03:04.359:496:224:;
Coincidence;12:03:04.367:107:776:;
Coincidence;12:03:04.387:868:320:;
Coincidence;12:03:04.426:910:048:;
Coincidence;12:03:04.433:625:056:;
Coincidence;12:03:04.508:537:984:;
Coincidence;12:03:04.600:484:096:;
Coincidence;12:03:04.633:103:104:;
Coincidence;12:03:04.673:640:320:;
Coincidence;12:03:04.683:241:024:;
Coincidence;12:03:04.690:483:776:;
Coincidence;12:03:04.752:915:328:;
Coincidence;12:03:04.783:524:160:;
Coincidence;12:03:04.867:931:712:;
Coincidence;12:03:04.946:107:712:;
Coincidence;12:03:04.962:275:008:;
Coincidence;12:03:05.016:128:010:;
Coincidence;12:03:05.086:956:432:;
Coincidence;12:03:05.112:381:592:;
Coincidence;12:03:05.160:636:240:;
Coincidence;12:03:05.234:399:712:;
Coincidence;12:03:05.302:835:392:;
Coincidence;12:03:05.329:800:512:;
Coincidence;12:03:05.375:168:672:;
Coincidence;12:03:05.495:614:816:;
Coincidence;12:03:05.638:839:104:;
Coincidence;12:03:05.666:070:912:;
Coincidence;12:03:05.762:533:760:;
Coincidence;12:03:05.791:078:656:;
Coincidence;12:03:05.796:655:232:;
Coincidence;12:03:05.825:760:896:;
Coincidence;12:03:05.900:731:520:;
Coincidence;12:03:05.924:145:152:;
Coincidence;12:03:05.941:344:640:;
Coincidence;12:03:05.957:802:496:;
Coincidence;12:03:05.974:116:928:;
Coincidence;12:03:05.988:220:928:;
Coincidence;12:03:06.011:748:140:;
Coincidence;12:03:06.097:883:888:;
Coincidence;12:03:06.110:178:736:;
Coincidence;12:03:06.169:939:232:;
Coincidence;12:03:06.194:968:448:;
Coincidence;12:03:06.202:696:672:;
Coincidence;12:03:06.215:239:616:;
Coincidence;12:03:06.264:344:576:;
Coincidence;12:03:06.285:456:224:;
Coincidence;12:03:06.299:226:400:;
Coincidence;12:03:06.308:956:544:;
Coincidence;12:03:06.315:076:000:;
Coincidence;12:03:06.341:660:320:;
Coincidence;12:03:06.358:212:160:;
Coincidence;12:03:06.371:867:232:;
Coincidence;12:03:06.445:737:792:;
Coincidence;12:03:06.480:251:328:;
Coincidence;12:03:06.543:201:664:;
Coincidence;12:03:06.573:220:864:;
Coincidence;12:03:06.595:180:416:;
Coincidence;12:03:06.628:361:792:;
Coincidence;12:03:06.636:793:088:;
Coincidence;12:03:06.644:016:832:;
Coincidence;12:03:06.676:913:152:;
Coincidence;12:03:06.734:246:400:;
Coincidence;12:03:06.788:447:296:;
Coincidence;12:03:06.792:781:312:;
Coincidence;12:03:06.807:351:104:;
Coincidence;12:03:06.832:238:784:;
Coincidence;12:03:06.842:996:352:;
Coincidence;12:03:06.893:996:864:;
Coincidence;12:03:06.990:393:152:;
Coincidence;12:03:06.995:527:296:;
Coincidence;12:03:07.064:846:132:;
Coincidence;12:03:07.076:378:784:;
Coincidence;12:03:07.081:928:800:;
Coincidence;12:03:07.086:443:088:;
Coincidence;12:03:07.112:455:248:;
Coincidence;12:03:07.145:520:160:;
Coincidence;12:03:07.155:115:040:;
Coincidence;12:03:07.186:763:648:;
Coincidence;12:03:07.224:598:368:;
Coincidence;12:03:07.235:609:952:;
Coincidence;12:03:07.281:958:720:;
Coincidence;12:03:07.361:940:512:;
Coincidence;12:03:07.375:249:728:;
Coincidence;12:03:07.388:849:408:;
Coincidence;12:03:07.416:102:400:;
Coincidence;12:03:07.533:023:552:;
Coincidence;12:03:07.610:565:120:;
Coincidence;12:03:07.615:507:584:;
Coincidence;12:03:07.622:401:600:;
Coincidence;12:03:07.640:532:736:;
Coincidence;12:03:07.682:150:912:;
Coincidence;12:03:07.701:422:016:;
Coincidence;12:03:07.715:193:664:;
Coincidence;12:03:07.722:427:904:;
Coincidence;12:03:07.787:755:328:;
Coincidence;12:03:07.829:557:696:;
Coincidence;12:03:07.934:184:832:;
Coincidence;12:03:08.019:050:106:;
Coincidence;12:03:08.058:260:500:;
Coincidence;12:03:08.070:280:672:;
Coincidence;12:03:08.190:496:832:;
Coincidence;12:03:08.201:374:848:;
Coincidence;12:03:08.220:149:664:;
Coincidence;12:03:08.246:767:824:;
Coincidence;12:03:08.285:052:000:;
Coincidence;12:03:08.296:385:280:;
Coincidence;12:03:08.308:922:304:;
Coincidence;12:03:08.346:747:168:;
Coincidence;12:03:08.384:737:728:;
Coincidence;12:03:08.430:279:680:;
Coincidence;12:03:08.450:353:536:;
Coincidence;12:03:08.505:681:696:;
Coincidence;12:03:08.540:680:000:;
Coincidence;12:03:08.560:092:160:;
Coincidence;12:03:08.566:011:584:;
Coincidence;12:03:08.569:919:680:;
Coincidence;12:03:08.612:311:104:;
Coincidence;12:03:08.625:863:872:;
Coincidence;12:03:08.670:063:488:;
Coincidence;12:03:08.675:230:336:;
Coincidence;12:03:08.792:404:864:;
Coincidence;12:03:08.881:982:336:;
Coincidence;12:03:08.889:378:496:;
Coincidence;12:03:08.947:427:776:;
Coincidence;12:03:08.958:865:728:;
Coincidence;12:03:08.964:057:216:;
Coincidence;12:03:09.017:795:442:;
Coincidence;12:03:09.096:004:144:;
Coincidence;12:03:09.099:340:760:;
Coincidence;12:03:09.120:376:656:;
Coincidence;12:03:09.153:038:096:;
Coincidence;12:03:09.167:036:560:;
Coincidence;12:03:09.172:528:768:;
Coincidence;12:03:09.178:456:528:;
Coincidence;12:03:09.183:308:976:;
Coincidence;12:03:09.207:490:720:;
Coincidence;12:03:09.315:648:992:;
Coincidence;12:03:09.346:903:424:;
Coincidence;12:03:09.434:896:096:;
Coincidence;12:03:09.465:298:848:;
Coincidence;12:03:09.521:057:952:;
Coincidence;12:03:09.559:184:768:;
Coincidence;12:03:09.696:295:552:;
Coincidence;12:03:09.708:187:328:;
Coincidence;12:03:09.718:912:384:;
Coincidence;12:03:09.811:845:504:;
Coincidence;12:03:09.885:719:040:;
Coincidence;12:03:09.939:589:184:;
Coincidence;12:03:09.954:813:888:;
Coincidence;12:03:10.029:343:350:;
Coincidence;12:03:10.145:879:808:;
Coincidence;12:03:10.169:094:976:;
Coincidence;12:03:10.182:494:864:;
Coincidence;12:03:10.200:743:808:;
Coincidence;12:03:10.275:115:776:;
Coincidence;12:03:10.336:009:376:;
Coincidence;12:03:10.368:147:872:;
Coincidence;12:03:10.428:913:632:;
Coincidence;12:03:10.505:891:488:;
Coincidence;12:03:10.517:154:688:;
Coincidence;12:03:10.550:996:160:;
Coincidence;12:03:10.584:457:664:;
Coincidence;12:03:10.614:207:808:;
Coincidence;12:03:10.701:232:064:;
Coincidence;12:03:10.870:290:304:;
Coincidence;12:03:10.923:745:600:;
Coincidence;12:03:10.968:991:552:;
Coincidence;12:03:11.073:477:728:;
Coincidence;12:03:11.081:332:552:;
Coincidence;12:03:11.087:619:448:;
Coincidence;12:03:11.138:348:112:;
Coincidence;12:03:11.208:435:600:;
Coincidence;12:03:11.242:687:680:;
Coincidence;12:03:11.311:596:768:;
Coincidence;12:03:11.339:613:248:;
Coincidence;12:03:11.343:808:640:;
Coincidence;12:03:11.368:469:664:;
Coincidence;12:03:11.380:918:560:;
Coincidence;12:03:11.400:229:344:;
Coincidence;12:03:11.434:843:296:;
Coincidence;12:03:11.507:504:704:;
Coincidence;12:03:11.556:439:296:;
Coincidence;12:03:11.621:894:592:;
Coincidence;12:03:11.733:436:544:;
Coincidence;12:03:11.800:659:008:;
Coincidence;12:03:11.849:832:384:;
Coincidence;12:03:11.933:358:272:;
Coincidence;12:03:11.949:584:384:;
Coincidence;12:03:11.962:298:432:;
Coincidence;12:03:12.086:335:304:;
Coincidence;12:03:12.145:205:520:;
Coincidence;12:03:12.156:304:512:;
Coincidence;12:03:12.190:695:536:;
Coincidence;12:03:12.247:727:040:;
Coincidence;12:03:12.277:517:568:;
Coincidence;12:03:12.294:136:000:;
Coincidence;12:03:12.313:451:712:;
Coincidence;12:03:12.331:382:272:;
Coincidence;12:03:12.336:844:768:;
Coincidence;12:03:12.350:414:464:;
Coincidence;12:03:12.446:670:208:;
Coincidence;12:03:12.526:569:664:;
Coincidence;12:03:12.636:269:504:;
Coincidence;12:03:12.640:356:608:;
Coincidence;12:03:12.647:207:680:;
Coincidence;12:03:12.676:917:376:;
Coincidence;12:03:12.686:080:000:;
Coincidence;12:03:12.707:142:720:;
Coincidence;12:03:12.711:453:184:;
Coincidence;12:03:12.718:993:344:;
Coincidence;12:03:12.883:858:560:;
Coincidence;12:03:12.916:172:672:;
Coincidence;12:03:12.921:890:624:;
Coincidence;12:03:12.973:919:360:;
Coincidence;12:03:13.088:709:600:;
Coincidence;12:03:13.207:646:320:;
Coincidence;12:03:13.263:729:632:;
Coincidence;12:03:13.268:853:376:;
Coincidence;12:03:13.275:275:360:;
Coincidence;12:03:13.365:889:792:;
Coincidence;12:03:13.421:354:304:;
Coincidence;12:03:13.492:090:176:;
Coincidence;12:03:13.531:835:968:;
Coincidence;12:03:13.564:886:976:;
Coincidence;12:03:13.571:791:104:;
Coincidence;12:03:13.601:862:528:;
Coincidence;12:03:13.733:857:216:;
Coincidence;12:03:13.762:011:136:;
Coincidence;12:03:13.803:256:832:;
Coincidence;12:03:13.850:501:184:;
Coincidence;12:03:13.870:822:784:;
Coincidence;12:03:13.890:179:072:;
Coincidence;12:03:14.033:269:506:;
Coincidence;12:03:14.049:975:596:;
Coincidence;12:03:14.061:475:372:;
Coincidence;12:03:14.186:609:552:;
Coincidence;12:03:14.192:911:232:;
Coincidence;12:03:14.229:608:736:;
Coincidence;12:03:14.238:008:048:;
Coincidence;12:03:14.257:729:600:;
Coincidence;12:03:14.268:759:648:;
Coincidence;12:03:14.330:393:952:;
Coincidence;12:03:14.404:396:160:;
Coincidence;12:03:14.425:183:136:;
Coincidence;12:03:14.472:104:832:;
Coincidence;12:03:14.524:603:456:;
Coincidence;12:03:14.611:190:336:;
Coincidence;12:03:14.637:747:840:;
Coincidence;12:03:14.667:410:752:;
Coincidence;12:03:14.710:243:712:;
Coincidence;12:03:14.726:505:792:;
Coincidence;12:03:14.785:489:792:;
Coincidence;12:03:14.795:467:456:;
Coincidence;12:03:14.809:866:816:;
Coincidence;12:03:14.816:927:808:;
Coincidence;12:03:14.833:202:496:;
Coincidence;12:03:14.883:754:688:;
Coincidence;12:03:14.928:038:208:;
Coincidence;12:03:14.961:813:120:;
Coincidence;12:03:14.978:959:104:;
Coincidence;12:03:15.039:573:792:;
Coincidence;12:03:15.059:446:440:;
Coincidence;12:03:15.116:163:240:;
Coincidence;12:03:15.120:064:824:;
Coincidence;12:03:15.155:209:584:;
Coincidence;12:03:15.171:351:968:;
Coincidence;12:03:15.263:029:776:;
Coincidence;12:03:15.272:461:312:;
Coincidence;12:03:15.311:545:408:;
Coincidence;12:03:15.322:256:256:;
Coincidence;12:03:15.331:641:888:;
Coincidence;12:03:15.342:951:296:;
Coincidence;12:03:15.352:797:472:;
Coincidence;12:03:15.409:680:448:;
Coincidence;12:03:15.418:927:424:;
Coincidence;12:03:15.426:425:856:;
Coincidence;12:03:15.480:533:088:;
Coincidence;12:03:15.492:646:496:;
Coincidence;12:03:15.503:948:960:;
Coincidence;12:03:15.529:489:344:;
Coincidence;12:03:15.559:150:272:;
Coincidence;12:03:15.571:478:400:;
Coincidence;12:03:15.619:593:408:;
Coincidence;12:03:15.632:710:208:;
Coincidence;12:03:15.662:794:176:;
Coincidence;12:03:15.670:132:800:;
Coincidence;12:03:15.734:101:056:;
Coincidence;12:03:15.819:503:040:;
Coincidence;12:03:15.843:672:448:;
Coincidence;12:03:15.859:135:168:;
Coincidence;12:03:15.956:216:256:;
Coincidence;12:03:16.050:441:648:;
Coincidence;12:03:16.200:470:672:;
Coincidence;12:03:16.211:787:296:;
Coincidence;12:03:16.219:654:848:;
Coincidence;12:03:16.338:748:608:;
Coincidence;12:03:16.362:734:016:;
Coincidence;12:03:16.402:210:528:;
Coincidence;12:03:16.456:247:264:;
Coincidence;12:03:16.501:679:424:;
Coincidence;12:03:16.533:802:752:;
Coincidence;12:03:16.586:941:184:;
Coincidence;12:03:16.602:463:744:;
Coincidence;12:03:16.612:762:688:;
Coincidence;12:03:16.797:261:568:;
Coincidence;12:03:16.849:049:280:;
Coincidence;12:03:16.895:931:136:;
Coincidence;12:03:16.912:787:968:;
Coincidence;12:03:16.973:608:000:;
Coincidence;12:03:17.028:104:532:;
Coincidence;12:03:17.075:949:656:;
Coincidence;12:03:17.081:156:816:;
Coincidence;12:03:17.137:152:624:;
